identity,tip_company,transactions,tipped_transactions
MutT1jxCXbRWJXpXoJK259gLrNfzDezdxS3BSkQAmv1,stellium,2,2
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,(none),286,0
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,0slot,22,22
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,AstraLane,90,90
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Falcon,13,13
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Flashblock,1,1
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Helius,197,197
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Jito,12,12
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Moon,1,1
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Nextblock,27,27
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,NodeOne,22,22
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Soyas,1,1
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Stellium,33,33
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,Temporal,64,64
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,blockrazor,15,15
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,blocksprint,18,18
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,landX,110,110
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,stellium,96,96
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,(none),436,0
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,0slot,33,33
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,AstraLane,52,52
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,BloxRoute,1,1
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Falcon,64,64
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Helius,157,157
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Jito,55,55
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Nextblock,18,18
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,NodeOne,43,43
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Soyas,6,6
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Stellium,58,58
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Temporal,58,58
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,blockRazor,2,2
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,blockrazor,9,9
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,blocksprint,42,42
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,bloxroute,37,37
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,landX,153,153
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,stellium,222,222
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,(none),374,0
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,0slot,36,36
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,AstraLane,52,52
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Astralane,2,2
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,BloxRoute,2,2
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Falcon,129,129
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Flashblock,1,1
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Helius,155,155
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Jito,43,43
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Nextblock,25,25
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,NodeOne,31,31
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Soyas,7,7
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Stellium,80,80
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,Temporal,59,59
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,blockRazor,2,2
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,blockrazor,10,10
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,blocksprint,41,41
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,bloxroute,23,23
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,landX,135,135
NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,stellium,224,224
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,(none),642,0
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,0slot,39,39
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,AstraLane,108,108
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,BloxRoute,3,3
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Falcon,256,256
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Helius,222,222
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Jito,53,53
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Nextblock,44,44
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,NodeOne,84,84
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Soyas,7,7
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Stellium,120,120
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,Temporal,67,67
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,blockRazor,4,4
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,blockrazor,19,19
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,blocksprint,76,76
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,bloxroute,69,69
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,landX,225,225
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,stellium,417,417
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,(none),142,0
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,0slot,6,6
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,AstraLane,8,8
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,BloxRoute,1,1
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Falcon,16,16
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Helius,31,31
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Jito,17,17
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Nextblock,8,8
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,NodeOne,26,26
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Soyas,2,2
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Stellium,13,13
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,Temporal,11,11
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,blockrazor,6,6
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,blocksprint,10,10
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,bloxroute,4,4
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,landX,31,31
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,stellium,42,42
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,(none),553,0
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,0slot,55,55
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,AstraLane,67,67
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,BloxRoute,2,2
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Falcon,143,143
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Helius,188,188
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Jito,71,71
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Nextblock,35,35
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,NodeOne,85,85
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Soyas,5,5
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Stellium,75,75
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,Temporal,59,59
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,blockRazor,3,3
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,blockrazor,17,17
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,blocksprint,57,57
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,bloxroute,24,24
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,landX,176,176
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,stellium,283,283
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,(none),4356,0
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,0slot,601,601
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,AstraLane,979,979
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Astralane,3,3
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,BloxRoute,20,20
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Falcon,456,456
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Flashblock,1,1
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Helius,2473,2473
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Jito,1082,1082
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Moon,2,2
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Nextblock,303,303
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,NodeOne,769,769
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Soyas,24,24
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Stellium,805,805
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Temporal,743,743
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,blockRazor,41,41
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,blockrazor,175,175
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,blocksprint,603,603
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,bloxroute,482,480
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,landX,2536,2536
Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,stellium,3065,3065
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,(none),62,0
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,0slot,11,11
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,AstraLane,8,8
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,Falcon,13,13
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,Helius,28,28
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,Jito,8,8
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,Nextblock,2,2
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,NodeOne,2,2
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,Stellium,13,13
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,Temporal,10,10
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,blockRazor,1,1
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,blockrazor,2,2
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,blocksprint,15,15
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,landX,16,16
NoditgWLFbgnbPjfHP8QQrjxvuhCayTZWHw9pM4EJpu,stellium,28,28
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,(none),512,0
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,0slot,42,42
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,AstraLane,54,54
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,BloxRoute,1,1
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Falcon,116,116
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Flashblock,3,3
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Helius,152,152
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Jito,52,52
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Nextblock,15,15
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,NodeOne,56,56
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Soyas,9,9
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Stellium,58,58
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,Temporal,56,56
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,blockRazor,1,1
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,blockrazor,8,8
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,blocksprint,34,34
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,bloxroute,36,36
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,landX,130,130
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,stellium,197,197
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,(none),720,0
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,0slot,58,58
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,AstraLane,50,50
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Astralane,1,1
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,BloxRoute,2,2
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Falcon,117,117
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Helius,246,246
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Jito,54,54
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Nextblock,15,15
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,NodeOne,61,61
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Soyas,3,3
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Stellium,70,70
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,Temporal,49,49
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,blockRazor,3,3
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,blockrazor,9,9
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,blocksprint,61,61
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,bloxroute,28,28
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,landX,168,168
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,stellium,237,237
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,(none),661,0
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,0slot,53,53
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,AstraLane,80,80
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,BloxRoute,2,2
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Falcon,164,164
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Helius,268,268
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Jito,92,92
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Moon,1,1
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Nextblock,38,38
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,NodeOne,80,80
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Soyas,8,8
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Stellium,122,122
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,Temporal,78,77
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,blockRazor,3,3
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,blockrazor,24,24
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,blocksprint,61,61
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,bloxroute,50,50
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,landX,201,201
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,stellium,354,354
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,(none),1038,0
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,0slot,95,95
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,AstraLane,127,127
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,BloxRoute,1,1
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Falcon,177,177
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Flashblock,4,4
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Helius,243,243
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Jito,48,48
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Nextblock,34,34
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,NodeOne,59,59
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Soyas,3,3
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Stellium,215,215
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Temporal,88,88
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,blockrazor,15,15
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,blocksprint,85,85
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,bloxroute,13,13
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,landX,282,282
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,stellium,582,582
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,(none),1244,0
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,0slot,105,105
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,AstraLane,146,146
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Astralane,1,1
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,BloxRoute,3,3
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Falcon,363,363
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Flashblock,2,2
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Helius,451,451
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Jito,126,126
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Moon,1,1
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Nextblock,40,40
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,NodeOne,132,132
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Soyas,8,8
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Stellium,226,226
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Temporal,140,140
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,blockRazor,4,4
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,blockrazor,31,31
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,blocksprint,123,123
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,bloxroute,54,54
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,landX,342,342
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,stellium,704,704
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,(none),4669,0
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,0slot,424,424
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,AstraLane,755,755
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Astralane,1,1
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,BloxRoute,22,22
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Falcon,1046,1046
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Flashblock,12,12
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Helius,1844,1844
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Jito,543,541
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Moon,1,1
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Nextblock,252,252
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,NodeOne,447,447
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Soyas,43,43
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Stellium,773,773
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,Temporal,750,749
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,blockRazor,25,25
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,blockrazor,111,111
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,blocksprint,463,463
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,bloxroute,231,231
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,landX,1390,1390
PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,stellium,2506,2506
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,(none),1059,0
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,0slot,107,107
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,AstraLane,114,114
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,BloxRoute,1,1
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Falcon,289,289
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Helius,381,381
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Jito,62,62
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Nextblock,38,38
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,NodeOne,81,81
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Soyas,103,103
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Stellium,179,179
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Temporal,65,65
